identifier	system	gold	head_tail	correct	gold_sense_rank
d007.s018.t003	club%1:06:00::	club%1:14:00::	tail	False	2
d006.s006.t006	court%1:06:02::	court%1:14:00::	head	False	1
d013.s025.t002	claim%1:10:02::	claim%1:10:02::	tail	True	2
d007.s020.t016	accumulation%1:04:00::	accumulation%1:04:00::	tail	True	3
d010.s024.t004	law%1:10:00::	law%1:10:00::	tail	True	2
d004.s011.t006	u.s.%1:15:00::	u.s.%1:15:00::	tail	True	2
d007.s015.t001	sanction%1:04:01::	sanction%1:04:02::	tail	False	2
d001.s023.t007	pressure%1:07:00::	pressure%1:07:00::	tail	True	2
d006.s012.t002	appeals_court%1:14:00::	appeals_court%1:14:00::	head	True	1
d012.s006.t008	left%1:14:00::	left%1:14:00::	tail	True	2
d006.s002.t001	half_a_dozen%1:23:00::	half_a_dozen%1:23:00::	head	True	1
d003.s013.t002	bond%1:21:02::	bond%1:21:02::	tail	True	2
d009.s027.t003	venezuela%1:15:00::	venezuela%1:15:00::	head	True	1
d013.s011.t005	bankruptcy%1:26:00::	bankruptcy%1:26:00::	tail	True	2
d001.s014.t004	china%1:15:01::	china%1:15:00::	head	False	1
d006.s015.t008	way%1:04:01::	way%1:07:01::	head	False	1
d009.s014.t006	practice%1:04:02::	practice%1:04:00::	head	False	1
d007.s006.t004	game%1:04:03::	game%1:04:03::	tail	True	2
d007.s005.t006	sanction%1:04:01::	sanction%1:04:02::	tail	False	2
d001.s015.t005	text%1:10:01::	text%1:10:01::_text%1:10:00::	head	True	1
d012.s021.t017	immigrant%1:18:00::	immigrant%1:18:00::	head	True	1
d006.s020.t001	juror%1:18:00::	juror%1:18:00::	head	True	1
d013.s003.t013	credit_union%1:14:00::	credit_union%1:14:00::	head	True	1
d001.s016.t001	comment%1:10:00::	comment%1:10:00::	head	True	1
d004.s002.t008	saturday%1:28:00::	saturday%1:28:00::	head	True	1
d004.s018.t003	competitor%1:18:00::	competitor%1:18:00::	head	True	1
d002.s013.t001	player%1:18:01::	player%1:18:01::	head	True	1
d003.s009.t002	consumer%1:18:00::	consumer%1:18:00::	head	True	1
d004.s007.t004	june%1:28:00::	june%1:28:00::	head	True	1
d001.s013.t010	one%1:23:00::	one%1:09:00::	tail	False	2
d010.s024.t005	trial_court%1:14:00::	trial_court%1:14:00::	head	True	1
d004.s003.t011	decade%1:28:00::	decade%1:28:00::	head	True	1
d011.s014.t003	game%1:04:00::	game%1:04:03::	tail	False	2
d006.s018.t005	execution%1:10:00::	execution%1:04:00::	head	False	1
d001.s017.t001	trajectory%1:19:00::	trajectory%1:19:00::	head	True	1
d010.s005.t002	suit%1:04:00::	suit%1:04:00::	tail	True	2
d003.s005.t001	market%1:06:00::	market%1:14:01::	tail	False	4
d003.s007.t002	publication%1:04:01::	publication%1:04:02::	tail	False	3
d007.s020.t011	game%1:04:03::	game%1:04:03::	tail	True	2
d006.s012.t001	decade%1:28:00::	decade%1:28:00::	head	True	1
d013.s003.t010	euro%1:23:00::	euro%1:23:00::	head	True	1
d009.s007.t004	poll%1:08:02::	poll%1:09:00::	head	False	1
d008.s024.t006	arsenic%1:27:00::	arsenic%1:27:00::	tail	True	2
d007.s014.t009	action%1:04:02::	action%1:04:02::	head	True	1
d012.s008.t002	invasion%1:11:01::	invasion%1:11:00::	tail	False	2
d012.s014.t001	immigration%1:14:00::	immigration%1:04:00::	head	False	1
d009.s001.t001	routine%1:04:00::	routine%1:04:00::	head	True	1
d003.s008.t002	sale%1:04:02::	sale%1:04:02::	tail	True	2
d011.s019.t002	spain%1:15:00::	spain%1:15:00::	head	True	1
d007.s002.t003	will%1:10:00::	will%1:09:01::	tail	False	2
d006.s005.t002	trial%1:04:02::	trial%1:04:02::	tail	True	4
d001.s008.t003	text%1:10:01::	text%1:10:01::_text%1:10:00::	head	True	1
d008.s021.t004	element%1:27:00::	element%1:27:00::	tail	True	3
d004.s007.t001	company%1:14:03::	company%1:14:01::	head	False	1
d006.s016.t009	connecticut%1:17:00::	connecticut%1:15:00::	head	False	1
d010.s015.t005	justice%1:14:00::	justice%1:18:00::	tail	False	3
d007.s026.t002	factor%1:09:00::	factor%1:11:00::	head	False	1
d007.s006.t005	trainer%1:06:00::	trainer%1:18:00::	head	False	1
d001.s005.t002	working_group%1:14:00::	working_group%1:14:00::	head	True	1
d002.s013.t005	help%1:04:00::	help%1:04:00::	head	True	1
d004.s008.t001	representation%1:06:00::	representation%1:04:01::	tail	False	3
d003.s003.t005	point%1:26:00::	point%1:26:00::	tail	True	5
d007.s013.t002	team%1:14:00::	team%1:14:00::	head	True	1
d009.s004.t003	region%1:15:01::	region%1:15:01::	tail	True	3
d006.s012.t006	trial%1:04:02::	trial%1:04:02::	tail	True	4
d012.s013.t014	migration%1:11:00::	migration%1:04:00::	head	False	1
d009.s023.t008	problem%1:26:00::	problem%1:26:00::	head	True	1
d009.s007.t006	october%1:28:00::	october%1:28:00::	head	True	1
d001.s026.t011	e-mail%1:10:00::	e-mail%1:10:00::	head	True	1
d001.s018.t012	action%1:04:02::	action%1:04:04::	tail	False	9
d001.s026.t012	challenge%1:10:00::	challenge%1:26:00::	head	False	1
d012.s003.t001	harassment%1:04:00::	harassment%1:04:00::	tail	True	2
d011.s006.t002	friday%1:28:00::	friday%1:28:00::	head	True	1
d012.s020.t004	increase%1:11:00::	increase%1:07:00::	tail	False	4
d004.s015.t004	weekend%1:28:00::	weekend%1:28:00::	head	True	1
d012.s024.t003	mandate%1:04:00::	mandate%1:04:00::	tail	True	3
d001.s022.t007	morning%1:28:00::	morning%1:28:00::	head	True	1
d007.s009.t007	organization%1:09:00::	organization%1:14:00::	head	False	1
d010.s003.t001	occasion%1:11:01::	occasion%1:11:01::	tail	True	2
d007.s004.t008	card%1:10:01::	card%1:27:00::	tail	False	4
d006.s023.t004	trial%1:04:02::	trial%1:04:02::	tail	True	4
d006.s009.t001	trial%1:04:02::	trial%1:04:02::	tail	True	4
d011.s004.t005	game%1:04:03::	game%1:04:03::	tail	True	2
d010.s013.t001	justice%1:18:00::	justice%1:18:00::	tail	True	3
d006.s010.t010	passion%1:26:02::	passion%1:12:00::	head	False	1
d012.s021.t003	immigrant%1:18:00::	immigrant%1:18:00::	head	True	1
d006.s005.t001	thursday%1:28:00::	thursday%1:28:00::	head	True	1
d006.s007.t002	trial%1:04:02::	trial%1:04:02::	tail	True	4
d007.s018.t004	player%1:18:01::	player%1:18:01::	head	True	1
d006.s023.t005	interest%1:21:00::	interest%1:09:00::	head	False	1
d008.s007.t007	phosphorus%1:17:00::	phosphorus%1:27:00::	head	False	1
d007.s009.t001	part%1:24:00::	part%1:24:00::	head	True	1
d012.s015.t003	immigrant%1:18:00::	immigrant%1:18:00::	head	True	1
d007.s024.t001	decision%1:09:00::	decision%1:09:00::	tail	True	2
d002.s008.t002	team%1:14:00::	team%1:14:00::	head	True	1
d010.s019.t001	justice%1:18:00::	justice%1:18:00::	tail	True	3
d009.s019.t002	economic_commission_for_latin_america%1:14:00::	economic_commission_for_latin_america%1:14:00::	head	True	1
d003.s006.t004	case%1:04:00::	case%1:09:00::	tail	False	4
d001.s012.t003	talk%1:10:00::	talk%1:10:00::	head	True	1
d008.s019.t003	microbe%1:05:00::	microbe%1:05:00::	head	True	1
d008.s022.t002	phosphorus%1:17:00::	phosphorus%1:27:00::	head	False	1
d006.s027.t003	coverage%1:10:00::	coverage%1:10:00::	tail	True	3
d006.s006.t005	argument%1:09:01::	argument%1:10:02::	head	False	1
d002.s002.t010	point%1:23:01::	point%1:23:01::	tail	True	10
d012.s017.t006	training%1:04:00::	training%1:04:00::	head	True	1
d005.s005.t008	charge%1:06:01::	charge%1:21:02::	tail	False	3
d010.s004.t005	healthcare%1:04:01::	healthcare%1:04:01::	head	True	1
d001.s004.t002	negotiation%1:04:00::	negotiation%1:10:00::	head	False	1
d005.s011.t007	reference%1:04:00::	reference%1:10:03::	tail	False	2
d001.s011.t005	year%1:28:01::	year%1:28:01::	head	True	1
d012.s016.t004	replacement%1:11:00::	replacement%1:18:02::	tail	False	2
d007.s022.t001	action%1:04:02::	action%1:04:02::	head	True	1
d007.s020.t006	change%1:19:00::	change%1:11:00::	head	False	1
d010.s010.t001	dinner%1:13:00::	dinner%1:13:00::	head	True	1
d010.s012.t001	guest%1:18:00::	guest%1:18:00::	head	True	1
d010.s017.t002	law_firm%1:14:00::	law_firm%1:14:00::	head	True	1
d009.s004.t002	united_states%1:15:00::	united_states%1:15:00::	head	True	1
d012.s023.t012	euro%1:23:00::	euro%1:23:00::	head	True	1
d003.s003.t006	nasdaq%1:06:00::	nasdaq%1:06:00::	head	True	1
d008.s007.t006	oxygen%1:27:00::	oxygen%1:27:00::	head	True	1
d006.s021.t004	judge%1:18:01::	judge%1:18:00::	head	False	1
d010.s016.t004	event%1:03:00::	event%1:03:00::	head	True	1
d008.s019.t001	arsenic%1:27:00::	arsenic%1:27:00::	tail	True	2
d002.s008.t007	return%1:04:01::	return%1:04:01::	tail	True	2
d006.s010.t008	evidence%1:10:01::	evidence%1:10:00::	tail	False	3
d011.s005.t005	top%1:15:01::	top%1:26:00::	tail	False	5
d010.s010.t005	court%1:18:00::	court%1:14:00::	head	False	1
d013.s017.t004	us%1:15:00::	us%1:15:00::	head	True	1
d012.s002.t012	status%1:26:01::	status%1:26:01::	tail	True	2
d006.s028.t009	coverage%1:10:00::	coverage%1:10:00::	tail	True	3
d010.s015.t004	action%1:26:00::	action%1:04:02::	head	False	1
d011.s023.t003	goal%1:04:00::	goal%1:04:00::	tail	True	4
d005.s004.t007	support%1:21:00::	support%1:21:01::	tail	False	10
d006.s015.t003	conviction%1:04:00::	conviction%1:04:00::	tail	True	2
d006.s026.t005	reporter%1:18:00::	reporter%1:18:00::	head	True	1
d008.s021.t001	result%1:19:00::	result%1:19:00::	head	True	1
d010.s015.t001	fact%1:10:01::	fact%1:09:01::	head	False	1
d001.s027.t002	minister%1:18:02::	minister%1:18:02::	tail	True	2
d012.s022.t003	social_system%1:14:00::	social_system%1:14:00::	head	True	1
d005.s004.t002	us%1:15:00::	us%1:15:00::	head	True	1
d010.s002.t014	case%1:04:00::	case%1:04:00::	tail	True	3
d006.s031.t002	supreme_court%1:14:00::	supreme_court%1:14:00::	head	True	1
d001.s015.t006	cut%1:04:09::	cut%1:04:05::	tail	False	10
d008.s007.t003	carbon%1:06:00::	carbon%1:27:00::	head	False	1
d007.s022.t005	advantage%1:07:00::	advantage%1:07:01::	tail	False	3
d004.s009.t009	news%1:10:01::	news%1:10:01::	tail	True	2
d008.s027.t004	earth%1:17:02::	earth%1:17:00::	head	False	1
d012.s010.t004	immigrant%1:18:00::	immigrant%1:18:00::	head	True	1
d006.s031.t008	rule%1:09:00::	rule%1:09:00::_rule%1:10:00::	head	True	1
d009.s014.t011	chart%1:06:00::	chart%1:10:00::	head	False	1
d001.s012.t001	friday%1:28:00::	friday%1:28:00::	head	True	1
d010.s018.t001	breach%1:11:00::	breach%1:04:01::	head	False	1
d008.s002.t003	arsenic%1:27:00::	arsenic%1:27:00::	tail	True	2
d012.s020.t001	rise%1:11:00::	rise%1:11:00::	head	True	1
d006.s015.t012	case%1:04:00::	case%1:04:00::	tail	True	3
d006.s004.t006	rape%1:04:00::	rape%1:04:00::	tail	True	3
d001.s002.t010	reduction%1:22:00::	reduction%1:04:00::	head	False	1
d008.s027.t003	life%1:19:00::	life%1:19:00::	tail	True	10
d003.s007.t001	trend%1:15:02::	trend%1:15:02::	head	True	1
d008.s007.t004	hydrogen%1:27:00::	hydrogen%1:27:00::	head	True	1
d006.s018.t002	issue%1:09:01::	issue%1:09:01::	head	True	1
d007.s005.t008	league%1:14:01::	league%1:14:01::	head	True	1
d010.s003.t002	thursday%1:28:00::	thursday%1:28:00::	head	True	1
d001.s011.t002	talk%1:10:00::	talk%1:10:00::	head	True	1
d007.s026.t006	directive%1:10:00::	directive%1:10:00::	head	True	1
d001.s004.t006	copenhagen%1:15:00::	copenhagen%1:15:00::	head	True	1
d009.s028.t004	region%1:15:01::	region%1:15:00::	head	False	1
d001.s011.t004	friday%1:28:00::	friday%1:28:00::	head	True	1
d007.s005.t010	phase%1:26:00::	phase%1:28:00::	head	False	1
d008.s025.t001	assistant_professor%1:18:00::	assistant_professor%1:18:00::	head	True	1
d004.s011.t008	oil_company%1:14:00::	oil_company%1:14:00::	head	True	1
d004.s012.t005	rival%1:18:00::	rival%1:18:00::	head	True	1
d010.s016.t009	program%1:09:00::	program%1:04:00::	tail	False	8
d013.s008.t003	settlement%1:10:00::	settlement%1:10:00::	tail	True	3
d012.s022.t006	european_country%1:15:00::	european_country%1:15:00::	head	True	1
d013.s024.t002	bank%1:14:00::	bank%1:14:00::	tail	True	2
d009.s024.t008	figure%1:08:00::	figure%1:07:01::	tail	False	9
d006.s013.t001	ruling%1:04:00::	ruling%1:04:00::	head	True	1
d009.s025.t009	development%1:22:02::	development%1:04:01::	head	False	1
d009.s011.t001	example%1:09:02::	example%1:09:00::	head	False	1
d007.s009.t008	hymn%1:10:00::	hymn%1:10:00::	head	True	1
d012.s021.t007	proportion%1:24:01::	proportion%1:24:01::	tail	True	4
d011.s014.t001	number%1:23:00::	number%1:07:00::	head	False	1
d006.s004.t004	message%1:10:00::	message%1:10:01::	head	False	1
d007.s006.t009	player%1:18:01::	player%1:18:01::	head	True	1
d008.s016.t002	substitution%1:04:00::	substitution%1:11:00::	head	False	1
d001.s014.t007	year%1:28:01::	year%1:28:01::	head	True	1
d005.s002.t001	us%1:15:00::	us%1:15:00::	head	True	1
d003.s007.t003	indicator%1:06:00::	indicator%1:10:00::	head	False	1
d012.s020.t003	flow%1:11:00::	flow%1:26:00::	tail	False	5
d001.s011.t012	deforestation%1:04:00::	deforestation%1:26:00::_deforestation%1:04:00::	head	True	1
d001.s004.t005	leader%1:18:00::	leader%1:18:00::	head	True	1
d006.s026.t006	courthouse%1:06:00::	courthouse%1:06:00::	tail	True	2
d007.s016.t005	action%1:06:00::	action%1:04:02::	head	False	1
d010.s016.t002	canon%1:18:00::	canon%1:10:00::	head	False	1
d002.s003.t002	absence%1:26:00::	absence%1:26:00::	head	True	1
d004.s011.t002	security%1:04:00::	security%1:26:00::_security%1:04:00::	head	True	1
d002.s013.t002	couple%1:23:01::	couple%1:23:01::	tail	True	3
d005.s006.t003	loan%1:10:00::	loan%1:21:00::	head	False	1
d007.s018.t001	strategy%1:09:00::	strategy%1:09:00::	head	True	1
d005.s011.t008	circle%1:06:01::	circle%1:14:00::	tail	False	2
d008.s010.t005	researcher%1:18:00::	researcher%1:18:00::	head	True	1
d006.s006.t001	lawyer%1:18:00::	lawyer%1:18:00::	head	True	1
d005.s013.t005	june%1:28:00::	june%1:28:00::	head	True	1
d001.s025.t008	meeting%1:14:00::	meeting%1:14:00::	head	True	1
d006.s031.t004	conviction%1:04:00::	conviction%1:04:00::	tail	True	2
d009.s016.t002	woe%1:26:00::	woe%1:26:00::	head	True	1
d009.s012.t004	output%1:04:00::	output%1:23:00::	tail	False	4
d004.s009.t006	company%1:14:03::	company%1:14:01::	head	False	1
d008.s002.t004	nutrient%1:03:00::	nutrient%1:03:00::	head	True	1
d008.s007.t005	nitrogen%1:27:00::	nitrogen%1:27:00::	head	True	1
d006.s031.t003	decision%1:09:00::	decision%1:09:00::	tail	True	2
d008.s003.t006	element%1:27:00::	element%1:27:00::	tail	True	3
d008.s014.t002	environment%1:15:00::	environment%1:26:00::	head	False	1
d006.s013.t007	murder%1:04:00::	murder%1:04:00::	head	True	1
d007.s009.t011	player%1:18:01::	player%1:18:01::	head	True	1
d006.s012.t005	question%1:10:03::	question%1:10:01::	tail	False	2
d001.s007.t003	process%1:04:00::	process%1:04:00::	head	True	1
d007.s007.t002	card%1:27:00::	card%1:27:00::	tail	True	4
d013.s003.t011	dispute%1:04:00::	dispute%1:10:00::	head	False	1
d009.s029.t001	united_states%1:15:00::	united_states%1:15:00::	head	True	1
d009.s028.t011	year%1:28:01::	year%1:28:01::	head	True	1
d013.s012.t003	loss%1:21:01::	loss%1:21:01::	head	True	1
d006.s029.t005	adaptation%1:22:00::	adaptation%1:22:00::	tail	True	2
d001.s024.t001	talk%1:10:00::	talk%1:10:00::	head	True	1
d008.s026.t003	earth%1:17:02::	earth%1:17:00::	head	False	1
d008.s026.t005	life_form%1:08:00::	life_form%1:08:00::	head	True	1
d011.s010.t009	record%1:06:00::	record%1:04:00::	tail	False	6
d009.s026.t003	system%1:14:00::	system%1:09:00::	tail	False	4
d012.s003.t006	talent%1:09:00::	talent%1:18:00::	tail	False	2
d003.s006.t002	trading%1:04:00::	trading%1:04:00::	head	True	1
d008.s028.t002	nasa%1:14:00::	nasa%1:14:00::	head	True	1
d006.s015.t009	courtroom%1:06:00::	courtroom%1:06:00::	head	True	1
d007.s020.t014	suspension%1:06:00::	suspension%1:04:01::	tail	False	7
d004.s015.t001	company%1:14:03::	company%1:14:01::	head	False	1
d007.s013.t004	player%1:18:01::	player%1:18:01::	head	True	1
d005.s003.t001	wednesday%1:28:00::	wednesday%1:28:00::	head	True	1
d009.s019.t001	united_nations%1:14:00::	united_nations%1:14:00::	head	True	1
d011.s013.t001	week%1:28:02::	week%1:28:02::	tail	True	3
d003.s010.t002	rise%1:11:02::	rise%1:11:00::	head	False	1
d001.s020.t001	game%1:04:03::	game%1:09:00::	tail	False	8
d006.s030.t001	lawyer%1:18:00::	lawyer%1:18:00::	head	True	1
d002.s008.t004	work%1:04:00::	work%1:04:00::	head	True	1
d012.s023.t013	budget%1:21:03::	budget%1:21:03::	tail	True	2
d013.s007.t005	spokesman%1:18:00::	spokesman%1:18:00::	head	True	1
d003.s008.t005	month%1:28:00::	month%1:28:01::	head	False	1
d001.s008.t006	official%1:18:00::	official%1:18:01::	head	False	1
d010.s024.t001	solicitor_general%1:18:00::	solicitor_general%1:18:00::	head	True	1
d001.s022.t005	proposal%1:10:00::	proposal%1:10:00::	head	True	1
d010.s002.t001	day%1:28:03::	day%1:28:03::	tail	True	2
d007.s004.t007	referee%1:18:02::	referee%1:18:00::	head	False	1
d004.s009.t010	outlet%1:06:00::	outlet%1:06:01::	head	False	1
d001.s019.t003	cost%1:07:00::	cost%1:21:00::	head	False	1
d008.s014.t007	element%1:06:00::	element%1:27:00::	tail	False	3
d009.s019.t004	proportion%1:07:00::	proportion%1:24:01::	tail	False	4
d007.s019.t002	fact%1:09:01::	fact%1:09:01::	head	True	1
d012.s023.t001	world%1:05:00::	world%1:17:00::	tail	False	4
d007.s010.t012	sense%1:09:02::	sense%1:09:04::	tail	False	4
d001.s002.t005	focus%1:07:01::	focus%1:09:00::	head	False	1
d010.s016.t005	organization%1:14:00::	organization%1:14:00::	head	True	1
d008.s025.t005	arsenic%1:27:00::	arsenic%1:27:00::	tail	True	2
d008.s023.t001	researcher%1:18:00::	researcher%1:18:00::	head	True	1
d001.s002.t004	recrimination%1:10:00::	recrimination%1:10:00::	head	True	1
d006.s013.t013	trial%1:04:02::	trial%1:04:02::	tail	True	4
d008.s027.t001	way%1:04:01::	way%1:04:01::	tail	True	2
d008.s012.t004	find%1:09:00::	find%1:09:00::	head	True	1
d012.s017.t003	labor%1:04:00::	labor%1:14:00::	head	False	1
d001.s027.t003	wednesday%1:28:00::	wednesday%1:28:00::	head	True	1
d005.s004.t003	broadcaster%1:18:00::	broadcaster%1:18:00::	head	True	1
d004.s003.t012	war%1:26:00::	war%1:04:00::	head	False	1
d001.s025.t011	week%1:28:00::	week%1:28:02::	tail	False	3
d001.s006.t002	option%1:09:00::	option%1:09:00::	tail	True	2
d012.s012.t002	immigration%1:14:00::	immigration%1:04:00::	head	False	1
d010.s003.t006	review%1:10:01::	review%1:04:02::	tail	False	10
d009.s007.t001	thing%1:06:01::	thing%1:26:00::	head	False	1
d006.s015.t004	half%1:23:00::	half%1:23:00::	head	True	1
d010.s016.t001	code%1:10:02::	code%1:10:01::	head	False	1
d010.s001.t001	healthcare%1:04:01::	healthcare%1:04:01::	head	True	1
d007.s003.t009	ink%1:27:01::	ink%1:27:01::	head	True	1
d012.s013.t015	flow%1:28:00::	flow%1:26:00::	tail	False	5
d012.s013.t016	economic_growth%1:22:00::	economic_growth%1:22:00::	head	True	1
d008.s020.t003	behavior%1:04:01::	behavior%1:26:00::	tail	False	2
d009.s025.t001	performance%1:04:00::	performance%1:22:00::	tail	False	5
d007.s001.t001	sport%1:18:00::	sport%1:04:00::	head	False	1
d012.s016.t001	experience%1:09:01::	experience%1:09:01::	head	True	1
d001.s011.t007	country%1:14:00::	country%1:14:00::	head	True	1
d002.s009.t003	point%1:23:01::	point%1:23:01::	tail	True	10
d007.s020.t005	team%1:14:00::	team%1:14:00::	head	True	1
d008.s016.t005	structure%1:08:00::	structure%1:07:00::	tail	False	2
d004.s002.t001	concern%1:12:01::	concern%1:09:00::	head	False	1
d012.s013.t009	future%1:06:00::	future%1:28:00::	head	False	1
d012.s012.t005	asset%1:07:00::	asset%1:07:00::	head	True	1
d012.s015.t001	fear%1:12:00::	fear%1:12:00::	head	True	1
d013.s002.t004	ceo%1:18:00::	ceo%1:18:00::	head	True	1
d007.s016.t001	question%1:10:03::	question%1:10:01::	tail	False	2
d008.s026.t004	researcher%1:18:00::	researcher%1:18:00::	head	True	1
d004.s011.t005	instability%1:26:01::	instability%1:07:00::	tail	False	4
d009.s026.t004	country%1:15:00::	country%1:14:00::	head	False	1
d007.s016.t002	type%1:09:00::	type%1:09:00::	head	True	1
d007.s012.t006	aspect%1:24:00::	aspect%1:07:02::	tail	False	2
d006.s013.t005	osteopath%1:18:00::	osteopath%1:18:00::	head	True	1
d009.s020.t002	country%1:15:01::	country%1:14:00::	head	False	1
d012.s006.t011	world%1:17:00::	world%1:17:00::	tail	True	4
d009.s019.t003	week%1:28:02::	week%1:28:02::	tail	True	3
d007.s019.t007	participation%1:04:00::	participation%1:04:00::	head	True	1
d010.s002.t002	supreme_court%1:14:00::	supreme_court%1:14:00::	head	True	1
d013.s012.t004	billion%1:23:02::	billion%1:23:01::	head	False	1
d008.s007.t001	element%1:27:00::	element%1:27:00::	tail	True	3
d012.s023.t009	receipt%1:10:00::	receipt%1:10:00::	tail	True	2
d005.s003.t008	amount%1:21:00::	amount%1:21:00::	head	True	1
d003.s011.t003	ground%1:06:02::	ground%1:24:00::	tail	False	4
d010.s023.t001	conservative%1:18:00::	conservative%1:18:01::	tail	False	2
d009.s024.t004	crime%1:04:00::	crime%1:04:00::	head	True	1
d009.s002.t003	latin_america%1:15:00::	latin_america%1:15:00::	head	True	1
d001.s018.t009	two_dozen%1:23:00::	two_dozen%1:23:00::	head	True	1
d008.s022.t004	machinery%1:06:00::	machinery%1:06:00::	head	True	1
d006.s013.t011	carnival%1:04:02::	carnival%1:04:02::	tail	True	2
d009.s025.t007	region%1:15:01::	region%1:15:00::	head	False	1
d001.s002.t007	release%1:22:00::	release%1:22:00::	tail	True	3
d001.s011.t009	climate_change%1:22:00::	climate_change%1:22:00::	head	True	1
d005.s009.t002	height%1:26:00::	height%1:26:00::	tail	True	2
d012.s008.t006	left%1:14:00::	left%1:14:00::	tail	True	2
d006.s019.t002	example%1:09:00::	example%1:11:00::	tail	False	5
d004.s003.t013	sanction%1:07:00::	sanction%1:04:02::	tail	False	2
d012.s005.t004	right%1:07:00::	right%1:14:00::	tail	False	4
d010.s025.t003	law%1:10:00::	law%1:10:00::	tail	True	2
d012.s015.t006	one%1:23:00::	one%1:09:00::	tail	False	2
d002.s004.t004	lot%1:15:00::	lot%1:23:00::	head	False	1
d012.s021.t010	nobel_prize%1:10:00::	nobel_prize%1:10:00::	head	True	1
d007.s012.t001	advantage%1:07:00::	advantage%1:07:01::	tail	False	3
d012.s013.t005	immigration%1:14:00::	immigration%1:04:00::	head	False	1
d008.s016.t004	biochemistry%1:09:00::	biochemistry%1:09:00::	head	True	1
d010.s014.t002	ethic%1:10:00::	ethic%1:10:00::	tail	True	2
d004.s003.t004	china%1:15:01::	china%1:15:00::	head	False	1
d011.s010.t005	saturday%1:28:00::	saturday%1:28:00::	head	True	1
d001.s008.t002	negotiation%1:04:00::	negotiation%1:10:00::	head	False	1
d012.s008.t001	fear%1:12:00::	fear%1:12:01::	tail	False	2
d007.s025.t007	wittiness%1:10:00::	wittiness%1:10:00::	head	True	1
d004.s019.t002	bid%1:10:00::	bid%1:10:00::	tail	True	3
d001.s003.t001	text%1:10:01::	text%1:10:01::_text%1:10:00::	head	True	1
d005.s007.t002	amount%1:21:00::	amount%1:21:00::	head	True	1
d004.s016.t002	bid%1:10:01::	bid%1:10:00::	tail	False	3
d011.s011.t003	match%1:11:00::	match%1:11:00::	tail	True	2
d003.s011.t001	technology%1:09:00::	technology%1:09:00::	tail	True	2
d009.s028.t009	united_states%1:14:00::	united_states%1:15:00::	head	False	1
d006.s007.t010	passion%1:26:02::	passion%1:12:00::	head	False	1
d010.s002.t004	question%1:10:01::	question%1:10:01::	tail	True	2
d012.s019.t001	way%1:07:01::	way%1:07:01::	head	True	1
d006.s014.t004	movie%1:10:00::	movie%1:10:00::	head	True	1
d010.s024.t003	challenge%1:10:00::	challenge%1:10:01::	tail	False	3
d012.s023.t002	labor%1:14:01::	labor%1:14:00::	head	False	1
d001.s005.t003	text%1:10:01::	text%1:10:01::_text%1:10:00::	head	True	1
d001.s021.t005	copenhagen%1:15:00::	copenhagen%1:15:00::	head	True	1
d011.s001.t001	familiarity%1:07:02::	familiarity%1:09:00::	head	False	1
d007.s017.t007	team%1:14:00::	team%1:14:00::	head	True	1
d005.s010.t002	cash%1:18:00::	cash%1:21:00::	head	False	1
d012.s008.t003	territory%1:15:01::	territory%1:15:01::	tail	True	3
d007.s003.t006	game%1:04:03::	game%1:04:03::	tail	True	2
d008.s014.t014	open_university%1:14:00::	open_university%1:14:00::	head	True	1
d008.s002.t002	bacterium%1:05:00::	bacterium%1:05:00::	head	True	1
d013.s018.t005	september%1:28:00::	september%1:28:00::	head	True	1
d010.s014.t001	nothing%1:23:00::	nothing%1:23:00::	head	True	1
d009.s028.t012	venezuela%1:15:00::	venezuela%1:15:00::	head	True	1
d008.s005.t002	arsenic%1:27:00::	arsenic%1:27:00::	tail	True	2
d004.s017.t001	china%1:15:01::	china%1:15:00::	head	False	1
d007.s019.t008	game%1:04:03::	game%1:04:03::	tail	True	2
d008.s006.t009	journal%1:06:00::	journal%1:10:00::	tail	False	2
d009.s005.t003	poll%1:08:02::	poll%1:09:00::	head	False	1
d012.s021.t009	american%1:18:00::	american%1:18:00::	head	True	1
d011.s004.t008	san_jose%1:15:01::	san_jose%1:15:00::	tail	False	2
d012.s009.t005	society%1:14:01::	society%1:14:00::	head	False	1
d008.s002.t005	scope%1:06:01::	scope%1:07:00::	head	False	1
d008.s007.t002	life%1:19:00::	life%1:19:00::	tail	True	10
d007.s023.t006	legal_fraud%1:04:00::	legal_fraud%1:04:00::	head	True	1
d013.s006.t002	security%1:21:04::	security%1:21:04::	tail	True	4
d006.s021.t001	defense_lawyer%1:18:00::	defense_lawyer%1:18:00::	head	True	1
d009.s022.t004	crime%1:04:00::	crime%1:04:00::	head	True	1
d008.s024.t002	phosphorus%1:17:00::	phosphorus%1:27:00::	head	False	1
d012.s002.t005	congestion%1:26:01::	congestion%1:26:01::	tail	True	2
d004.s001.t002	deal%1:04:02::	deal%1:10:00::	tail	False	2
d007.s020.t008	action%1:26:00::	action%1:04:02::	head	False	1
d008.s018.t008	level%1:06:00::	level%1:07:00::	head	False	1
d003.s010.t005	euro%1:23:00::	euro%1:23:00::	head	True	1
d009.s002.t005	private_enterprise%1:14:00::	private_enterprise%1:14:00::	head	True	1
d001.s004.t007	week%1:28:02::	week%1:28:02::	tail	True	3
d006.s024.t003	month%1:28:01::	month%1:28:01::	head	True	1
